Index page,"Oorspr. naam op de kaart/
Original name on the map","Tegenwoordige naam/
Present name","Soortnaam/
Category","Coördinaten/
Coordinates","Kaartvak/
Map grid square","Kaart/
Map","Pagina/
Page"
407,Lagoesi,Lagosi,plaats/settlement,04-09S/120-06E,A1,II-11a,p. 292
407,"Lagore, Po.",Talagio Point,kaap/cape,12-42N/124-08-30E,B2,II-31,p. 344
407,"Laguas, C.",Kaap Bojeador/Cape Bojeador,kaap/cape,18-30N/120-34E,B2,II-1b,p. 236
407,Lahala,Jala/Yala,rivier/river,02-51S/128-56E,A2,II-20,p. 316
407,Lahe Fonte,-,plaats/settlement,-,B3,I-9,p. 78
407,Lahe Fonti,-,landstreek/region,-,B2,I-9,p. 78
407,Lahoe,-,-,-,B1LO,II-17c,p. 308
407,Lahoor,-,-,-,A2,I-27,p. 202
407,"Lahosa, Oetjh.",Tg. Namehesa/Namohesa,kaap/cape,01-13N/97-15E,A1,I-34,p. 214
407,Lahouboho,-,plaats/settlement,-,B1LO,II-17c,p. 308
407,Laij,Lai,plaats/settlement,03-42-30S/127-55E,B2,II-20,p. 316
407,Lainglisa,Farallon de Pajaros?,eiland/island,20-32N/144-54E,B3,II-1b,p. 236
407,Laja,-,plaats/settlement,-,B2,II-11a,p. 292
407,Lajang,-,plaats/settlement,-,B2,II-11a,p. 292
407,Laje,-,plaats/settlement,-,A3,II-11a,p. 292
407,Lajo,-,plaats/settlement,-,B3,II-11a,p. 292
407,Lakissima,Kuro Shima?,eiland/island,30-49N/129-56E,B1,II-40b,p. 370
407,Laksenbaauw,-,eiland/island,-,A2LB,II-34c,p. 356
407,Lakwarom,-,plaats/settlement,-,A1L,I-25a,p. 180
407,Lalahot,-,plaats/settlement,-,B2,II-10,p. 290
407,"lalaje, Eyland",Lalaijo/Lalayo,eiland/island,00-25N/121-13E,A2,II-17d,p. 310
407,"Lalangh Besaer, Po.",Alang Besar,eiland/island,02-11N/100-39E,B1L,I-40,p. 230
407,"Lalangh Brietjes, Po.",Alang Ketjil/Kecil,eiland/island,02-08N/100-39E,B1L,I-40,p. 230
407,Lalariebocht,Teloek/Teluk Koka,baai/bay,00-27-30N/128-08-30E,B2,II-28,p. 338
407,Lalima Labary,Sawai,plaats/settlement,02-57S/129-11E,A2,II-20,p. 316
407,Lalobo of Papenberg,Laibobar,eiland/island,07-13S/131-23E,B2,II-19,p. 314
407,Laloda,Loloda/Laloda,plaats/settlement,01-41N/127-34E,A2,II-28,p. 338
407,Lalokij,-,-,-,A2LB,II-17c,p. 308
407,Lama,-,-,-,B1,II-40a,p. 368
407,"Lama, I.",<Lemen Liedao> Nanao Dao,eiland/island,23-27N/117-03E,B1,II-40a,p. 368
407,"Lama, I. of Lamen",<Lemen Liedao> Nanao Dao,eiland/island,23-27N/117-03E,B2,II-34a,p. 352
407,Lamahala,Lamahala,plaats/settlement,08-23-30S/123-09E,A2/3,II-14,p. 300
407,Lamahera,Lamakera,plaats/settlement,08-26S/123-10E,A2,II-14,p. 300
407,Lamai,Liu-chiu Hsü,eiland/island,22-21N/120-21E,B3,II-34a,p. 352
407,Lamai,Liu-Chiu Hsü,eiland/island,22-21N/120-21E,A2,II-1b,p. 236
407,Lamanousi Ret Cap.,Mahanoro,kaap/cape,19-55S/48-49E,A2,I-9,p. 78
407,Lamanti,-,plaats/settlement,-,A2,II-11a,p. 292
407,Lamasse,-,plaats/settlement,-,B1,II-11a,p. 292
407,Lamay,LiuchiuYü,eiland/island,22-21N/120-21E,B1,II-40a,p. 368
407,Lambanes,Lubang Islands,eilanden/islands,13-50N/120-15E,B2,II-1b,p. 236
407,Lambangang,-,plaats/settlement,-,B3,II-11a,p. 292
407,Lambaro,Tg. Lambaroe/Lambaru,kaap/cape,01-09N/97-48E,A2,I-34,p. 214
407,Lambe,-,plaats/settlement,-,B2,II-11a,p. 292
407,"Lamer, Out",-,plaats/settlement,-,B1L,I-40,p. 230
407,Lamet,Samet,plaats/settlement,-,A2,II-20,p. 316
407,Lamete,-,plaats/settlement,-,B1,II-11a,p. 292
407,Lamma Laly,-,-,-,A2,II-17b,p. 306
407,Lamme,-,-,-,A2,II-34b,p. 354
407,Lamme,-,plaats/settlement,-,B2,II-11a,p. 292
407,Lammonge,Lamong,rivier/river,07-11-30S/112-40E,B3,II-2i,p. 248
407,"Lamo, R. de",Lamu Bay/Tiati ya Mataoni,"baai, rivier/bay, river",02-16S/40-54E,A2,I-2a,p. 42
407,"Lamo, Riv. de",Lamu Bay/Tiati ya Mataoni,"baai, rivier/bay, river",02-16S/40-54E,A2,I-8f,p. 74
407,Lamoenoe,-,plaats/settlement,-,B3,II-11a,p. 292
407,Lamoeroe,-,plaats/settlement,-,B1,II-11a,p. 292
407,Lamoetange,-,plaats/settlement,-,B2,II-11a,p. 292
407,Lamonde,Nangamiro,rivier/river,08-09S/117-44E,A2,II-18,p. 312
407,Lamoolo,-,plaats/settlement,-,B2,II-11a,p. 292
407,"Lamophea, Eylt.",Nanpeng Liedao,eiland/island,23-16N/117-18E,A2,II-1b,p. 236
407,"Lamophea, I. of Z. Eil. van Lanmen",Nanpeng Liedao,eiland/island,23-16N/117-18E,B2,II-34a,p. 352
407,Lampa,-,plaats/settlement,-,A2,II-11a,p. 292
407,"Lampacao, Punta",-,kaap/cape,21-51N/112-54E,B1,II-34a,p. 352
407,"Lampacao, R.",-,rivier/river,22-12N/113-05E,B1,II-34a,p. 352
407,"Lampackao, Punta",-,kaap/cape,21-51N/112-54E,A3,II-33a,p. 348
407,Lampacou,-,-,22-11N/113-52E,B2,II-34b,p. 354
407,Lampadan,-,eiland/island,-,B1,II-34a,p. 352
407,"Lampauw, De Eylanden van",Senaoe/Senau + Goso Uma,eilanden/islands,01-27N/97-14E,A1,I-34,p. 214
407,Lampcau,Nanshuyi Dao,eiland/island,22-01N/113-14E,B2,II-34b,p. 354
407,Lampekauw,-,eiland/island,22-03N/113-14E,A1LB,II-34c,p. 356
407,Lampelag,Tjampalagian/Campalagian,plaats/settlement,03-28-44S/119-08-30E,A2,II-10,p. 290
407,Lampenang,-,plaats/settlement,-,B1,II-11a,p. 292
407,Lampens Bocht,Lampoengbaai/Teluk Lampung,baai/bay,05-40S/105-20E,A2,I-37,p. 222
407,Lampo,-,plaats/settlement,-,B2,II-11a,p. 292
407,Lampok,Lampoko,plaats/settlement,04-17S/119-37E,A2,II-10,p. 290
407,Lampon,Lampoengse Districten/Lampung,landstreek/region,05-48S/105-10E,A1,II-2a,p. 238
407,Lampon,Lampoengse Districten/Lampung,landstreek/region,05-48S/105-10E,A1,II-2b,p. 240
407,Lampon,Lampoengse Districten/Lampung,landstreek/region,05-48S/105-10E,B3,I-2b,p. 44
407,Lampon,Lampoengse Districten/Lampung,landstreek/region,05-48S/105-10E,A2,I-37,p. 222
407,Lampon,Lampoengse Districten/Lampung,landstreek/region,05-48S/105-10E,A/B1,I-38,p. 224
407,Lampon,Lampoengse Districten/Lampung,landstreek/region,05-48S/105-10E,A3R,I-38,p. 224
407,"Lampon, R.",-,rivier/river,-,B2,II-2g,p. 244
407,"Lampon, R.",-,rivier/river,-,A1,II-2a,p. 238
407,Lampons Bocht,Lampoengbaai/Teluk Lampung,baai/bay,05-40S/105-20E,A1,II-2a,p. 238
407,Lamsa,-,plaats/settlement,-,A2,II-12,p. 296
407,Lamtaon,Tathong Point/Lam Tong Mei,kaap/cape,22-14-30N/114-17E,B1L,II-38,p. 364
407,"Lamtaon, P.",Tathong Point/Lam Tong Mei,kaap/cape,22-14-30N/114-17E,B1,II-34a,p. 352
407,"Lamtaon, Pt.",Tathong Point/Lam Tong Mei,kaap/cape,22-14-30N/114-17E,A2,II-1b,p. 236
407,"Lamtaon, Punta",Tathong Point/Lam Tong Mei,kaap/cape,22-14-30N/114-17E,A3,II-33a,p. 348
407,Lamti,-,plaats/settlement,-,B2,II-11a,p. 292
407,Lamton Binnen of Thoij,Kowloon?,plaats/settlement,22-17N/114-09E,A2/3,II-34b,p. 354
407,"Lamton, Hoek van",Tathong Point/Lam Tong Mei,kaap/cape,22-14-30N/114-17E,A/B3,II-34b,p. 354
407,Lancap,Langkap,plaats/settlement,07-12S/112- 58E,A2,II-6,p. 284
407,"Landa, R.",Korobafobaai/Teluk Korobafo,inham/inlet,10-35S/123-17E,B2,II-12,p. 296
407,Lande,Roti/Rote,rivier/river,10-33S/123-16E,B1 Inzet,II-14,p. 300
407,Landmeters Droogte,Tjiboeroe/Ciburu,ondiepte/shoals,05-58S/106-41E,02-A1,II-2f,p. 242
407,"Lando, N. Hoek van",Tg. Lean,kaap/cape,10-34S/123-12E,B2/A3,II-13,p. 298
407,"Lando, Riv.",Korobafobaai/Teluk Korobafo,rivier/river,10-35S/123-17E,B2,II-14,p. 300
407,"Lando, Riv. Van",Korobafobaai/Teluk Korobafo,rivier/river,10-35S/123-17E,B2/3,II-13,p. 298
407,"Lando, Rivier",Korobafobaai/Teluk Korobafo,rivier/river,10-35S/123-17E,B1 Inzet,II-14,p. 300
407,"Lando, Z. Hoek van",Tg. Oenggae/Unggae,kaap/cape,10-35S/123-11E,B2/3,II-13,p. 298
407,Lane,-,plaats/settlement,-,B3,II-11a,p. 292
407,Lang,-,-,-,B2,II-37,p. 362
407,"Lang Eylandt, t",Flat Island,eiland/island,19-25S/57-38E,A2,I-11,p. 96
407,Langajang,Kangeang,eiland/island,06-53S/115-20E,B2,II-10,p. 290
407,Lange,-,plaats/settlement,-,B2,II-11a,p. 292
407,"Lange Eyd., t",Groot-Kombuis/Lantjang/Lancang,eiland/island,05-56S/106-35E,02-B1,II-2f,p. 242
407,"Lange Eijlandt, t",Noemfoor/Mefoor/Noemfor/Numfoor/Numfor,eiland/island,01-00S/135-52E,A2,II-46c,p. 392
407,"Lange Eylandt, t",Noemfoor/Mefoor/Noemfor/Numfoor/Numfor,eiland/island,01-00S/135-52E,A2,II-46a,p. 388
407,Lange Eylant,Poeah/Puah,eiland/island,00-30S/122-33E,A3,II-17d,p. 310
407,"Lange Eylant, t",Lang Eiland/Rakata Kecil,eiland/island,06-05S/105-26E,A2,I-37,p. 222
407,Lange Eylt.,Groot-Kombuis/Lantjang/Lancang,eiland/island,05-56S/106-35E,B2,II-2g,p. 244
407,"Lange Eylt, t",Lang Eiland/Rakata Kecil,eiland/island,06-05S/105-26E,A1,II-2b,p. 240
407,"Lange Eylt, t",Groot-Kombuis/Lantjang/Lancang,eiland/island,05-55S/106-35E,A1,II-2b,p. 240
407,Lange Hoec,Cannonier Point,kaap/cape,20-00S/57-33E,A2,I-11,p. 96
407,"Lange Hooge Eijlandt, t",Japen/Sorenarwa/Yapen,eiland/island,01-45S/136-20E,A3,II-46a,p. 388
407,"Lange Hooge Eylandt, t",Japen/Sorenarwa/Yapen,eiland/island,01-45S/136-20E,A3,II-46c,p. 392
407,Lange Lanage,-,plaats/settlement,-,A3,II-11a,p. 292
407,"Langeder, R.",<Langgadai>,rivier/river,01-52N/100-56E,A1L,I-40,p. 230
407,Langer,<S.Langgar>,plaats/settlement,-,B2R,I-39a,p. 226
407,"Lango, Oetj.",Tg. Laäja/Laaya,kaap/cape,01-28N/97-28E,A1,I-34,p. 214
407,"Lango, P.",Langoe/Langu,eiland/island,00-53N/97-22E,A1,I-34,p. 214
407,Lanoykang,Lanjoekang/Lanyukang,eiland/island,04-59S/119-04-30E,B2,II-10,p. 290
407,"Lanquym, I.",-,eiland/island,-,B1,II-40a,p. 368
407,Lanra,-,plaats/settlement,-,B3,II-11a,p. 292
407,Lantang,-,plaats/settlement,-,B2,II-11a,p. 292
407,"Lanter, Pt.",Ko Lanta/Lantar,eiland/island,07-30N/99-04E,B1,II-1b,p. 236
407,"Lanter, Pta.",Ko Lanta/Lantar,eiland/island,07-30N/99-04E,B3,I-31,p. 212
407,"Lantoo, Pt.",Ko Lanta/Lantar,eiland/island,07-30N/99-04E,B3,I-2b,p. 44
407,"Lantraar, t",-,kaap/cape,-,B2,I-27,p. 202
407,Lantrivier,-,rivier/river,-,A3,I-3b,p. 48
407,"Lantsmeer, t Eyl.",-,eiland/island,-,A2,I-26b,p. 200
407,Lany Kayt,Langkai,eiland/island,05-02S/119-06E,B2,II-10,p. 290
407,Lap bay,Vung Chon May,baai/bay,16-20N/107-59E,B1,II-1b,p. 236
407,Lapajoe,Lapadjoeng/Lapajung,plaats/settlement,04-21S/119-52E,B1,II-11a,p. 292
407,Lapbay,Vung Chon May,baai/bay,16-20N/107-59E,B1,II-33a,p. 348
407,Lapiola,-,plaats/settlement,-,B2,II-11a,p. 292
407,Lappa,-,plaats/settlement,-,A2,II-11a,p. 292
407,Lappaje,-,plaats/settlement,-,B3,II-11a,p. 292
407,"Larakit, Hoek",Akat,eiland/island,03-32S/130-52E,B2,II-46b,p. 390
407,Larantouque Congus,Larantoeka/Larantuka,landstreek/region,08-21S/122-59E,A2,II-14,p. 300
407,"Larantouque, t Canaal van",Straat Larantoeka/Ciutan Larantuka,zeestraat/strait,08-20S/123-03E,A2,II-14,p. 300
407,Larat,Larat,eiland/island,07-08S/131-52E,B2,II-19,p. 314
407,Larat,Ritabel/Larat,plaats/settlement,07-09S/131-44E,B2,II-19,p. 314
407,"Larat, I.",Larat,eiland/island,07-08S/131-52E,A2,II-1a,p. 234
407,Lareke,Jazireh-ye Larak,eiland/island,26-50N/56-22E,A3,I-13b,p. 104
407,Laricha,Jazireh-ye Larak,eiland/island,26-50N/56-22E,B2RO,I-13c,p. 106
407,Laricque,Larike,plaats/settlement,03-45S/128-56E,A2,II-20,p. 316
407,Larijbanda,<Kori Creek>,rivier/river,23-40N/68-30E,A1L,I-15,p. 112
407,Larique,Larike,plaats/settlement,03-45S/127-56E,A1,II-19,p. 314
407,"Larissan, Songi",-,rivier/river,-,B2,II-2i,p. 248
407,"Larissan,Tanjong",-,kaap/cape,-,B2,II-2i,p. 248
407,Larissen Eylt.,DaYu,eiland/island,25-27N/119-39E,A2/3RB,II-39,p. 366
407,Lary Bob,Gili Pandan,eiland/island,07-14S/113-40E,A2,II-6,p. 284
407,"Lary, Rivier",Lariang,rivier/river,01-26S/119-17E,A2,II-10,p. 290
407,Larybanda,Kori Creek?,rivier/river,23-40N/68-30E,A3,I-13a,p. 102
407,"Las Velas, Ilhas de alias Ladrobes",Marianen/Mariana Islands,eiland/island,16N/146E,A3-B3,II-1b,p. 236
407,Lasary Hoek,-,kaap/cape,-,B1,II-17d,p. 310
407,Lascaryns Dorp,-,-,-,A1,I-23e,p. 146
407,Lasomte,-,plaats/settlement,-,A3 Inzet,I-9,p. 78
407,Lasomte,-,plaats/settlement,-,A3,I-9,p. 78
407,"Lassa, H. of Caymans H.",Tg. Lassa/Lasa,kaap/cape,05-37S/120-29E,B3,II-10,p. 290
407,Lassam,Lasem,plaats/settlement,06-42S/111-27E,B3,II-2i,p. 248
407,Lassang,-,plaats/settlement,-,B2,II-11a,p. 292
407,Lassang,-,plaats/settlement,-,B3,II-11a,p. 292
407,Lassarang,Losarang,plaats/settlement,06-25S/108-10E,A1,II-2i,p. 248
407,Lassarangh,Losarang,plaats/settlement,06-25S/108-10E,A1/2,II-2a,p. 238
407,"Lassary, Hoek",Tg. Losari,kaap/cape,06-47S/108-51E,A3,II-4b,p. 266
407,"Lassary, Riv.",Tjisanggaroeng/Cisanggarung,rivier/river,06-47S/108-51E,A3,II-4b,p. 266
407,Lassem,Lasem,plaats/settlement,06-42S/111-27E,A2,II-5a,p. 272
407,Lassesodo,Lasosodo,plaats/settlement,04-55S/122-32E,B1LO,II-17c,p. 308
407,Lassotana,-,plaats/settlement,-,A1,II-11a,p. 292
407,"Lassoy, Oedjong of Tenegillis",Oedjoeng/Ujung Bira/Lassa,kaap/cape,05-37S/120-27E,A3,II-11a,p. 292
407,"Lasuma, Caap",Tg. Laoema/Lauma,kaap/cape,03-31S/127-56E,B3RO,II-22,p. 320
407,Lata,-,-,-,B3RO,II-22,p. 320
407,Latian,-,plaats/settlement,-,B3R,II-38,p. 364
407,"Latil, Klip",-,klip/cliff,-,B2RO,II-22,p. 320
407,Lato,-,-,-,B3RO,II-22,p. 320
407,Lato Lato,Latalata,eiland/island,00-15S/127-04E,B2,II-31,p. 344
407,Lato Lato,Latalata,eiland/island,00-15S/127-04E,B1,II-28,p. 338
407,Latoe,-,plaats/settlement,-,B3,II-11a,p. 292
407,Latoe Halat,<Gajang/Gayang>,wijk/town district,03-42S/128-09E,A2/3,II-21b,p. 318
407,Latoema,-,plaats/settlement,-,B1,II-11a,p. 292
407,Latolato,Latoehalat/Latuhalat,plaats/settlement,03-47S/128-07E,A2,II-20,p. 316
407,Latolato,Latalata,"eiland, plaats/island, settlement",00-15S/127-03E,A2,II-1a,p. 234
407,Latou,Latoe/Latu,plaats/settlement,03-25S/128-41E,A2,II-20,p. 316
407,"Laut, P.",Laoet/Laut,eiland/island,03-40S/116-10E,B3,I-1,p. 40
407,"Laut, Po.",Poelau Laoet/Pulau Laut,eiland/island,03-40S/116-10E,A2,II-1a,p. 234
407,"Laut, Po.",Laoet Ketjil/Laut Kecil,eiland/island,04-45S/115-45E,A2,II-1a,p. 234
407,"Lauwoe, De Berg",Lawoe/Lawu,berg/mountain,07-37S/111-14E,B3,II-2a,p. 238
407,"Lauwoe, De Bergh",Lawoe/Lawu,berg/mountain,07-37S/111-14E,B2,II-5a,p. 272
407,Lavatanga,-,landstreek/region,-,B3,I-9,p. 78
407,"Lawo, Oetj.",Tg. Tojolawa/Toyolawa,kaap/cape,01-24N/97- 4E,A1,I-34,p. 214
407,Lawote,-,plaats/settlement,-,A3,II-11a,p. 292
407,Lay,Lai,plaats/settlement,03-42-30S/127-55E,A1,II-19,p. 314
407,"Lazaro, Ilhas do",St. Lazarus Bank,ondiepte/shoals,12-05S/41-25E,A2,I-2a,p. 42
407,Lebacen,-,plaats/settlement,-,B1L,II-38,p. 364
407,Lebalohat,Lebalehoe/Lebalehu,plaats/settlement,03-37S/128-00E,A1,II-19,p. 314
407,Lebda,-,-,-,A1,I-13a,p. 102
407,Lebda,-,-,-,B3,I-13b,p. 104
407,Lebdia,-,-,-,A1L,I-13c,p. 106
407,Leelaij,Lioebaai/Teluk Liu,baai/bay,10-26S/121-57E,A1,II-13,p. 298
407,Leely,-,plaats/settlement,-,B2,II-13,p. 298
407,Leembara,-,plaats/settlement,-,A2,II-10,p. 290
407,"Leeram, L.",Oedjoeng/Ujung Leran,kaap/cape,06-39S/111-28E,B3,II-2i,p. 248
407,Leerbaya,-,plaats/settlement,-,B1/2,II-6,p. 284
407,Leere,Lero,plaats/settlement,00-35S/119-48E,A2,II-10,p. 290
407,"Leest, De",as-Salamah/Great Quoin,eiland/island,26-30N/56-30-30E,A1L,I-13c,p. 106
407,Leeuw,Dayushan,eiland/island,26-56N/120-21E,B2,II-37,p. 362
407,"Leeuw, De",Dayushan,eiland/island,26-56N/120-21E,B1,II-36,p. 360
407,"Leeuw, De",Pilgrims Island/Kotta Yai,eiland/island,07-25N/98-54E,B3,I-31,p. 212
407,Leeuwaarts Eylandt,Parang,eiland/island,03-19S/130-47E,B2,II-46b,p. 390
407,Leeuwaarts Eylt.,Parang,eiland/island,03-19S/130-47E,A3,II-20,p. 316
407,Leeuwaets Droogte,Karang Bais,rif/reef,02-55S/130-26E,A3,II-20,p. 316
407,Leeuwen Eyln.,Dayushan,eiland/island,26-56N/120-21E,B2/3RO,II-39,p. 366
407,Leeuwenberg,-,berg/mountain,-,A3RB,II-34c,p. 356
407,"Leeuwenberg, Kleine",Leeukop/Lion’s Head,berg/mountain,33-56S/18-23E,A1,I-5b,p. 54
407,"Legan, H.",<Lohgoeng/Logung>,kaap/cape,06-53S/112-10E,B3,II-2i,p. 248
407,"Legerdorp, t",<Kollupitiya>,wijk/town district,06-54N/79-51E,A/B1,I-23e,p. 146
407,Leggersh.,Tg. Domake,kaap/cape,01-28N/128-01E,A2,II-28,p. 338
407,"Leguaan, I.",Nantha Kyun,eiland/island,18-03N/94-05E,A2/3,I-2b,p. 44
407,"Leguaans Eil., t",Nantha Kyun,eiland/island,18-03N/94-05E,B2,I-26a,p. 198
407,Leguaans Hoek,Wai-pü Yü-kang,kaap/cape,24-40N/120-46E,B1,II-36,p. 360
407,Leguanehoek,Wai-pü Yü-kang,kaap/cape,24-40N/120-46E,B3,II-34a,p. 352
407,Lehatte,-,-,-,A1,II-20,p. 316
407,Leijden,Leiden/Noe Sariwanni/Nusariwani,eiland/island,03-13S/135-05E,B3,II-46a,p. 388
407,Leijden,Leiden/Njamoek Besar/Nyamuk Besar,eiland/island,06-02S/106-51E,A1,II-3a,p. 250
407,Leijleij,Laelae,eiland/island,05-08S/119-21E,B2,II-11a,p. 292
407,Lelea,Lelea,plaats/settlement,06-25S/108-15E,A2/3,II-4a,p. 264
407,Lelialy,-,plaats/settlement,03-22S/127-05E,B3RO,II-25,p. 326
407,Lelibau,Olanivan,eiland/island,05-30N/125-29E,A2,II-30,p. 342
407,"Leligonda, Het Lantschap of Weligonda",-,landstreek/region,-,B1L,I-25a,p. 180
407,Lemaban,Lemahabang,plaats/settlement,06-20S/108-19E,A3,II-4a,p. 264
407,Lembang,-,plaats/settlement,-,B2,II-11a,p. 292
407,Lemo,-,plaats/settlement,-,B3,II-11a,p. 292
407,Lemo Lemo,-,plaats/settlement,-,A3,II-11a,p. 292
407,Lemoeappa,<Lemoapa>,plaats/settlement,04-31S/120-11E,A1,II-11a,p. 292
407,"Lemos, R.",-,rivier/river,-,B2,II-30,p. 342
407,"Lemos, R.",Limau,rivier/river,00-31S/100-04E,B2/3,I-34,p. 214
407,Lemsinkoen,-,plaats/settlement,-,A2R,II-38,p. 364
407,Lenoniva,-,plaats/settlement,-,A2R,II-38,p. 364
407,Lepel Eylt.,Jef Doif/Yef Doif,eiland/island,00-54S/131-01E,A3,II-46b,p. 390
407,"Lequio Peq., I.",Okinawa Gunto,eiland/island,26-30N/128E,B2,II-40a,p. 368
407,Lerampah,Tg. Batoemangara/Batumangara,kaap/cape,00-20S/127-19E,B1,II-28,p. 338
407,Lesan,-,plaats/settlement,-,B1L,II-38,p. 364
407,"Lessenaar, De",Fanaku/Gap,eiland/island,26-30N/56-32E,A1L,I-13c,p. 106
407,Leswang,-,plaats/settlement,-,B3,II-11a,p. 292
407,Lethi,Leti,eilanden/islands,08-12S/127-41E,B3,I-1,p. 40
407,Lety,Leti,eilanden/islands,08-12S/127-41E,A1,II-43,p. 382
407,Lety,Leti,eilanden/islands,08-12S/127-41E,A2,II-1a,p. 234
407,Letziwarom,-,plaats/settlement,-,A1L,I-25a,p. 180
407,Leugh,-,plaats/settlement,-,A1LB,II-17c,p. 308
407,Leyan,-,plaats/settlement,-,B2,II-11a,p. 292
407,Leyden,Leiden/Njamoek Besar/Nyamuk Besar,eiland/island,06-02S/106-51E,A1,II-2i,p. 248
407,Leyden,Leiden/Noe Sariwanni/Nusariwani,eiland/island,03-13S/135-05E,B3,II-46c,p. 392
407,Leyden,Velanai,eiland/island,09-40N/79-54E,A2,I-23a,p. 138
407,Leyden,Velanai,eiland/island,09-40N/79-54E,B2,I-21,p. 124
407,Leyden off Po. Jamoek,Leiden/Njamoek Besar/Nyamuk Besar,eiland/island,06-02S/106-51E,01-A3,II-2f,p. 242
407,Leykan,-,plaats/settlement,-,B2,II-11a,p. 292
407,Leykan,-,plaats/settlement,-,A3,II-11a,p. 292
407,Leymo,<Limau>,plaats/settlement,05-36S/104-47E,A1L,I-38,p. 224
407,Leynbaan,-,plaats/settlement,-,B3,II-11a,p. 292
407,Leyssouw,Lifau?,plaats/settlement,09-13S/124-18E,A/B3,II-12,p. 296
407,Leyta,Bohol,eiland/island,10N/124-05E,B2,II-1b,p. 236
407,Leytimor,Leitimor/Laitimor,schiereiland/peninsula,03-42S/128-13E,A1,II-19,p. 314
407,Liam,Laem Sing,plaats/settlement,12-28N/102-04E,A2,II-8,p. 288
407,Liampo,Ningpo/Ningbo,plaats/settlement,29-52N/121-33E,A1,II-36,p. 360
407,Liampo,Ningpo/Ningbo,plaats/settlement,29-52N/121-33E,B1,II-40a,p. 368
407,Lian,Liang,plaats/settlement,03-13S/128-48E,A2,II-20,p. 316
407,Libobo,<Libobo/Soho>,plaats/settlement,00-53S/128-22E,B2,II-28,p. 338
407,"Libobo, Hoek",Tg. Libobo,kaap/cape,00-55S/128-27E,A1,II-46a,p. 388
407,"Libobo, Hoek",Tg. Libobo,kaap/cape,00-55S/128-27E,A1,II-46b,p. 390
407,Libot,<Bobot >,rivier/river,03-23S/130E,A2,II-20,p. 316
407,Licon,-,plaats/settlement,-,B1L,II-38,p. 364
407,"Lieghe, Eil. van",Lishi Liedao,eilanden/islands,23-46N/117-41E,B2,II-34a,p. 352
407,"Liegko, Eylt.",-,eiland/island,-,A2,II-1b,p. 236
407,Liel,-,-,-,A1,II-46b,p. 390
407,Lien,Liën/Liang,plaats/settlement,03-30S/128-19E,A2,II-20,p. 316
407,Lien,Liang/Liën,plaats/settlement,03-30S/128-19E,A1,II-19,p. 314
407,Lieres,-,plaats/settlement,-,A/B3,II-12,p. 296
407,Ligationgh,-,plaats/settlement,-,B1L,II-38,p. 364
407,Ligoor,Nakhon Si Thammarat,plaats/settlement,08-25N/99-57E,B1,II-1b,p. 236
407,Ligor,Nakhon Si Thammarat,plaats/settlement,08-25N/99-57E,B1,II-8,p. 288
407,Ligor,Nakhon Si Thammarat,plaats/settlement,08-25N/99-57E,A2,I-1,p. 40
407,Lihou,<Pic St. Louis?>,plaats/settlement,25S/46-59E,B3,I-9,p. 78
407,"Lijns Eylt., Van der",Groote Eylandt,eiland/island,14S/136-40E,A3,II-1a,p. 234
407,"Lijns Riv., Van der",-,rivier/river,-,B3,II-1a,p. 234
407,Likepili,-,plaats/settlement,-,B1/2L,I-25a,p. 180
407,Likunsa,-,plaats/settlement,-,B1L,II-38,p. 364
407,Lillebay,Lilibooi/Liliboi,plaats/settlement,03-45S/128-01E,A2,II-20,p. 316
407,Lima Cadina,Limah,plaats/settlement,25-56N/56-25E,A1,I-13a,p. 102
407,Lima Cadina,Limah,plaats/settlement,25-56N/56-25E,B3,I-13b,p. 104
407,Lima Condo,-,-,-,B1,II-17d,p. 310
407,"Lima, Negery",Lima,plaats/settlement,03-38S/127-58E,A1,II-19,p. 314
407,"Lima, Po.",Liman/Leman,eilanden/islands,01-17S/108-53E,A1,II-1a,p. 234
407,"Lima, Po.",Bindalang,eiland/island,00-59S/100-12E,B2/3,I-34,p. 214
407,Limahon,Calamian Islands,eilanden/islands,12N/120E,B2,II-1b,p. 236
407,Limbaja,-,plaats/settlement,-,B3,II-11a,p. 292
407,Limbang,-,plaats/settlement,-,A3,II-11a,p. 292
407,Limbang Parran,-,plaats/settlement,-,B3,II-11a,p. 292
407,Limbingh,Belimbing/Balimbing,plaats/settlement,05-55S/104-33E,B1L,I-38,p. 224
407,"Limbo, Goenong",Onolimboe/Onolimbu,berg/mountain,01-03N/97-54E,A2,I-34,p. 214
407,Limboe Piton Paya,-,-,-,B1,II-17d,p. 310
407,Limbollo Negory,Limboto,plaats/settlement,00-39N122-58E,A2,II-17d,p. 310
407,Limebes,Lamdesar,plaats/settlement,07-14S/131-56E,B3,II-19,p. 314
407,Limmen Bocht,Limmen Bight,baai/bay,14-45S/135-40E,B3,II-1a,p. 234
407,Limoenboomen Riv,Rivière Champagne,rivier/river,20-22S/57-42E,B2,I-11,p. 96
407,Limoenboomen Riv.,Rivière Champagne,rivier/river,20-22S/57-42E,A1,I-11,p. 96
407,Limpange,-,plaats/settlement,-,B1,II-11a,p. 292
407,Limpen,-,plaats/settlement,-,B3,II-11a,p. 292
407,Limpoenno,-,plaats/settlement,-,A3,II-11a,p. 292
407,Limsunfu,-,plaats/settlement,-,A2R,II-38,p. 364
